web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572920210-10047","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/6377-Little-Uvas-Rd-Morgan-Hill-CA-95037/2088250276_zpid/","Morgan Hill, CA 95037","For sale","6377 Little Uvas Rd,","","","","","","","","","","","2,850","5","3","$899,953","$899,950","Single Family","1985","Forced air","Central","Single Family","20.7 acres","$3,550/mo","2","6","8","{""targetDiv"":""gpt-ad-1905f20c-4a5c-4265-8e27-7094b69676d2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""6377 Little Uvas Rd"",""bd"":""5"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2088250276"",""lot"":""10"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""-7548832335408718900"",""sqftrange"":""2500-2999"",""price"":""899950"",""sqft"":""2850"",""posting_url"":""http://www.realestateficks.com"",""mlong"":""-121.776679"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""95037"",""mlat"":""37.115824"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvcl1nlv2awee0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""1980-1989"",""zestimate"":""899953"",""premieragent"":""no""}}","null","null","null","null"
"1572919961-9880","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17048-Creekside-Cir-Morgan-Hill-CA-95037/19843191_zpid/","Morgan Hill, CA 95037","For sale","17048 Creekside Cir,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","1,260","2","3","$595,698","$600,000","Townhouse","1984","Forced air","Central","Townhouse","1,441 sqft","$2,800/mo","3","6","8","{""targetDiv"":""gpt-ad-22c80c68-af2e-4a64-a64c-ffbb0d0cd1ad"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""17048 Creekside Cir"",""bd"":""2"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""19843191"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-3641224698197723008"",""sqftrange"":""1000-1499"",""price"":""600000"",""sqft"":""1260"",""posting_url"":"""",""mlong"":""-121.643495"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.128463"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzf6r4sz8n7oe0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""595698"",""premieragent"":""no""}}","null","null","null","null"
"1572919499-9389","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/16739-Murphy-Ave-Morgan-Hill-CA-95037/2084608395_zpid/","Morgan Hill, CA 95037","For sale","16739 Murphy Ave,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","2,820","3","3","$1,021,915","$1,028,350","Single Family","2019","Forced air","Central","Single Family","4,138 sqft","$3,800/mo","6","7","null","{""targetDiv"":""gpt-ad-3eb260ca-2f04-44fc-b73a-5daffecd3865"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""16739 Murphy Ave"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2084608395"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-3666970785883032268"",""sqftrange"":""2500-2999"",""price"":""1028350"",""sqft"":""2820"",""posting_url"":""http://www.vandaele.com"",""mlong"":""-121.626688"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.129916"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz7syi2y4b2gh0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1021915"",""premieragent"":""no""}}","null","null","null","null"
"1572919471-9354","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1255-Canopy-Ln-Morgan-Hill-CA-95037/2082661029_zpid/","Morgan Hill, CA 95037","For sale","1255 Canopy Ln,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","1,559","3","3","$681,552","$683,915","Condo","2019","Forced air","Central","Condo","$361/month","$3,200/mo","6","4","7","{""targetDiv"":""gpt-ad-836670c1-8fba-4164-915a-6c0e05a262fb"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1255 Canopy Ln"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""2082661029"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-5162323255939997274"",""sqftrange"":""1500-1999"",""price"":""683915"",""sqft"":""1559"",""posting_url"":""http://www.vandaele.com"",""mlong"":""-121.595113"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.15817"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISni8tx7nq665t1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""681552"",""premieragent"":""no""}}","null","null","null","null"
"1572919167-9017","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15513-Monterey-Rd-Morgan-Hill-CA-95037/2083278514_zpid/","Morgan Hill, CA 95037","For sale","15513 Monterey Rd,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","1,647","3","3","$853,169","$861,935","Townhouse","2018","Forced air","Central","Townhouse","1,254 sqft","$3,300/mo","7","4","8","{""targetDiv"":""gpt-ad-78cc1440-2afc-49f1-a689-0d4e94178a6a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""15513 Monterey Rd"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2083278514"",""lot"":""1"",""zestibuck"":""800-899k"",""listtp"":""buy_agent"",""zguidh"":""1337422972394528042"",""sqftrange"":""1500-1999"",""price"":""861935"",""sqft"":""1647"",""posting_url"":""http://www.vandaele.com"",""mlong"":""-121.636608"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""95037"",""mlat"":""37.10822"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfc6hf1jiy85t1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""853169"",""premieragent"":""no""}}","null","null","null","null"
"1572919454-9333","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Casa-Loma-Rd-Morgan-Hill-CA-95037/2113161914_zpid/","Morgan Hill, CA 95037","Lot/land","0 Casa Loma Rd,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","null","79.11 acres","null","null","$499,000","null","null","null","null","null","null","$2,850/mo","3","6","8","{""targetDiv"":""gpt-ad-ca1a9409-5cc9-4376-8930-010b2ea7c898"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 Casa Loma Rd"",""mlat"":""37.151723"",""bd"":""0"",""fsbid"":""4383"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzn4naf2299a30000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2113161914"",""lot"":""11"",""listtp"":""buy_agent"",""zguidh"":""3641585234859785845"",""premieragent"":""no"",""price"":""499000"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/0-casa-loma-rd/pid_32726185/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.749583"",""state"":""CA"",""prange"":""450-499k""}}","null","null","null","null"
"1572919742-9666","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/210-Coriander-Ave-Morgan-Hill-CA-95037/112093895_zpid/","Morgan Hill, CA 95037","For sale","210 Coriander Ave,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,450","4","3","$1,157,611","$1,154,888","Single Family","2010","Forced air","Central","Single Family","4,917 sqft","$3,995/mo","2","6","8","{""targetDiv"":""gpt-ad-083d42c5-2187-4022-9732-b8fe5e76e3db"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""210 Coriander Ave"",""bd"":""4"",""fsbid"":""15050"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""112093895"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""5385308422240638181"",""sqftrange"":""2000-2499"",""price"":""1154888"",""sqft"":""2450"",""posting_url"":""http://www.davidrudden.com"",""mlong"":""-121.677674"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.151763"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISn2kzdggb1mmc0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1157611"",""premieragent"":""no""}}","null","null","null","null"
"1572920281-10064","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/lantana/2085121948_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence Ten, Lantana,","","","","","","","","","","","3,418","5","4.5","$1,434,586","$1,489,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-9e63aa98-b9d0-41c9-840e-d63241dc8d05"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" G1XU7L"",""aamgnrc1"":""Appointment Only"",""bd"":""5"",""fsbid"":""11527"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2085121948"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1489000"",""sqft"":""3418"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/morgan-hill/lantana?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_lantana"",""state"":""CA"",""mlong"":""-121.646"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.1579"",""plid"":""11320518"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7qrwdrf7yjoa0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1434586"",""premieragent"":""no"",""builderChatId"":""11527-814446"",""dma"":""37""}}","null","null","null","null"
"1572920276-10063","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/valencia/2085926495_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Plan 6 - Detached, Valencia,","","","","","","","","","","","2,695","5","4.5","$1,243,441","$1,280,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","6","8","{""targetDiv"":""gpt-ad-7a46d694-2d94-41d6-9c5b-ec84328dc24e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" XQ4YIS"",""aamgnrc1"":""17780 Calle Granada"",""bd"":""5"",""fsbid"":""14411"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2085926495"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1280000"",""sqft"":""2695"",""posting_url"":""http://www.valenciamorganhill.com/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=42455&nhf_listing_type=community&utm_term=comm_Valencia&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.655453"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.134942"",""plid"":""37959"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISizemklgenqfo1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1243441"",""premieragent"":""no"",""builderChatId"":""14411-799894"",""dma"":""37""}}","null","null","null","null"
"1572919127-8973","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Hendry-Morgan-Hill-CA-95037/2092983534_zpid/","Morgan Hill, CA 95037","Lot/land","0 Hendry,","","","","","","","","","6","https://www.zillow.com/morgan-hill-ca/6_p/","null","19.98 acres","null","None","$1,785,000","null","null","null","null","null","null","$2,895/mo","3","6","8","{""targetDiv"":""gpt-ad-a45d0635-896e-4708-8756-0f399f9697ad"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 Hendry"",""mlat"":""37.1341"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhyfhkepd8qp0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2092983534"",""lot"":""9"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1323248315226443528"",""premieragent"":""no"",""price"":""1785000"",""posting_url"":""http://www.nkc83.com"",""mlong"":""-121.6501"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null"
"1572919557-9453","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/251-Forest-Dr-251-Morgan-Hill-CA-95037/2087047970_zpid/","Morgan Hill, CA 95037","For sale","251 Forest Dr # 251,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","1,516","2","2","$420,946","$429,999","Mobile / Manufactured","1981","Forced air","Central, Wall","Mobile / Manufactured","$284","$3,100/mo","2","8","null","{""targetDiv"":""gpt-ad-30d29f34-83dc-4fe3-a6ea-63e3a4de8db7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 251"",""aamgnrc1"":""251 Forest Dr"",""bd"":""2"",""fsbid"":""16701"",""city"":""Morgan_Hill"",""proptp"":""mm"",""pid"":""2087047970"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6470882029422091100"",""sqftrange"":""1500-1999"",""price"":""429999"",""sqft"":""1516"",""posting_url"":""http://www.russwarrickteam.com"",""mlong"":""-121.63878"",""state"":""CA"",""prange"":""400-449k"",""zip"":""95037"",""mlat"":""37.092991"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvo6in5eab3tf0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""420946"",""premieragent"":""no""}}","null","null","null","null"
"1572920304-10068","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/valencia/2083923064_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Plan 2 - Detached, Valencia,","","","","","","","","","","","1,796","4","2.5","$1,052,443","$1,075,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","6","8","{""targetDiv"":""gpt-ad-3c202f85-1bc7-4eed-87a7-5b59b02aa763"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" NBN5TG"",""aamgnrc1"":""17780 Calle Granada"",""bd"":""4"",""fsbid"":""14411"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2083923064"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""1075000"",""sqft"":""1796"",""posting_url"":""http://www.valenciamorganhill.com/floor-plans/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=576587&nhf_listing_type=plan&utm_term=plan_Plan2-Detached&utm_campaign=Morgan+Hill%2FCA&plan=2"",""state"":""CA"",""mlong"":""-121.655453"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.134942"",""plid"":""37959"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmmjwycg1agz31000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1052443"",""premieragent"":""no"",""builderChatId"":""14411-799894"",""dma"":""37""}}","null","null","null","null"
"1572919718-9641","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/000-Oak-Glen-Ave-Morgan-Hill-CA-95037/2083901550_zpid/","Morgan Hill, CA 95037","Lot/land","000 Oak Glen Ave,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","null","17.38 acres","null","null","$200,000","null","null","null","null","null","null","$2,850/mo","3","6","8","{""targetDiv"":""gpt-ad-b9be2895-2f75-4da1-8e99-03c9a53a9567"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""000 Oak Glen Ave"",""mlat"":""37.1341"",""bd"":""0"",""fsbid"":""4383"",""z_listing_image_url"":"""",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2083901550"",""lot"":""9"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2771406901098527933"",""premieragent"":""no"",""price"":""200000"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/000-oak-glen-ave/pid_30963234/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.6501"",""state"":""CA"",""prange"":""200-249k""}}","null","null","null","null"
"1572919665-9583","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/17705-Hale-Ave-Morgan-Hill-CA-95037/2086599877_zpid/","Morgan Hill, CA 95037","Lot/land","17705 Hale Ave,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","null","0.42 acres","null","None","$259,000","null","null","null","null","null","null","$2,850/mo","2","4","7","{""targetDiv"":""gpt-ad-e2c5eea6-3e32-4448-8509-66bd30d207dd"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""17705 Hale Ave"",""mlat"":""37.12978"",""bd"":""0"",""fsbid"":""11073"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISint157t1p4a60000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2086599877"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-8667162985397994214"",""premieragent"":""no"",""price"":""259000"",""posting_url"":""https://southsantaclaracounty.helpusell.com/featured-listings/calrets/mls-ML81733778-17705_Hale_AVE_MORGAN_HILL_CA_95037/"",""mlong"":""-121.661845"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572920098-9978","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/14646-Stonebridge-Dr-Morgan-Hill-CA-95037/19851949_zpid/","Morgan Hill, CA 95037","Pre-foreclosure","14646 Stonebridge Dr,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","null","4","null","$1,174,743","$1,174,743","Single Family","1979","Other","No Data","Single Family","0.72 acres","null","7","4","7","{""targetDiv"":""gpt-ad-1d67cf3e-30fb-4c7b-ac62-32c732c67427"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""14646 Stonebridge Dr"",""bd"":""4"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19851949"",""lot"":""4"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""6677962064629262737"",""sqftrange"":""3000-3499"",""price"":""1415354"",""sqft"":""3169"",""posting_url"":"""",""mlong"":""-121.651654"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.087309"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1415354"",""premieragent"":""no""}}","null","null","null","null"
