"area_sqft","bedroom","bathroom","type","year_built","heating","cooling","parking","elementrary_rating","middle_school_rating","high_school_rating","annual_tax_amount","zestimate"
1330,2,2,"Single",1942,"ForcedAir","Wall","Garage",8,8,8,10491,1246372
,2,,"Single",1924,,,,6,7,8,2776,871590
,,,"Multiple",1912,,,,6,7,8,8447,1392759
3197,6,5,"Single",1912,"Gas",,"1 space",6,7,8,6291,2706766
960,2,1,"Single",1923,"Wall",,"Garage",6,7,8,7273,879297
,2,,"Single",1955,,,"Garage",6,8,8,8821,1061770
,5,,"Multiple",1939,,,,6,7,8,6966,1327150
,2,,"Single",1927,,,"Garage",8,8,8,5739,824769
1438,3,1,"Single",1933,"ForcedAir","Central","Garage",8,8,8,3750,1010435
866,2,1,"Single",1942,,,"Garage",6,8,8,4135,1058114
,2,,"Single",1938,,,"Garage",6,7,8,6502,750508
1270,2,2,"Single",1921,"ForcedAir",,"Garage",8,8,8,2978,1487784
,3,,"Single",1945,,,"1 space",8,8,8,3936,880205
3425,4,4,"Single",1930,"ForcedAir",,"1 space",6,8,8,20915,2103573
,5,,"Multiple",1964,,,"5+ spaces",8,8,8,11501,3511584
,2,,"Single",1939,,,"Garage",6,7,8,2966,790658
1055,3,2,"Single",1906,"ForcedAir",,"Garage",6,8,8,5358,897190
,2,,"Single",1951,,,"Garage",6,8,8,10105,955957
848,1,1,"Condo",1920,"ForcedAir",,,6,7,8,4217,760072
,,,"Multiple",1906,,"Central","5+ spaces",6,7,8,6931,1539701
,3,,"Single",1928,,,"Garage",6,7,8,12339,1323062
1027,3,1,"Single",1937,,,"2 spaces",8,8,8,2555,1233964
,6,,"Multiple",1962,"ForcedAir",,"5+ spaces",6,8,8,9531,1530422
,5,,"Multiple",1911,"Wall","Central","1 space",8,8,8,7696,1408997
,7,,"Multiple",1906,,"Central","4 spaces",6,7,8,7818,2650007
4536,7,6,"Single",1927,"ForcedAir",,"Garage",6,7,8,11000,2688158
3250,5,3,"Single",1907,"Wall",,"Garage",6,7,8,5740,3705948
,9,,"Multiple",1968,"Baseboard","Central","4 spaces",6,7,8,20910,1934568
2490,4,2,"Single",1892,"ForcedAir","Central","Garage",6,8,8,7357,2303516
2367,4,3,"Single",1910,"Wall",,"Garage",6,7,8,16362,1662960
2920,5,6,"Single",1948,"ForcedAir",,,8,8,8,,1699116
,,,"Multiple",1936,,,,6,7,8,21596,2500773
,,,"Multiple",2007,"Wall","Central","4 spaces",8,8,8,7336,2362311
2397,4,2,"Single",1926,"ForcedAir",,"Garage",8,8,8,20321,2087381
,2,,"Single",1923,,,"Garage",6,7,8,4171,815162
,8,,"Multiple",1923,"ForcedAir","Central","5+ spaces",6,7,8,21840,2942108
583,1,1,"Condo",1986,,,"Garage",8,8,8,5269,503185
,2,,"Single",1916,,,"Garage",8,8,8,10611,954655
2785,3,3,"Single",1921,"ForcedAir",,,6,7,8,5059,1746426
2289,5,3,"Single",1907,"Wall",,"Garage",6,7,8,7480,1111654
865,1,1,"Single",1925,"Wall",,,6,8,8,1838,853342
1744,3,2,"Single",1940,"ForcedAir",,"Garage",6,8,8,6963,1712243
2423,5,3,"Single",1914,"ForcedAir",,"1 space",6,8,8,15827,2088552
2128,4,2.5,"Single",1912,,,,6,8,8,10669,1444083
,3,,"Single",1924,,,"Garage",6,8,8,4041,1156487
583,1,1,"Condo",1986,"Electric",,"1 space",8,8,8,5339,413841
,2,,"Condo",1986,,,"Garage",8,8,8,2749,535249
954,2,2,"Condo",1962,"ForcedAir",,"Garage",7,8,8,6625,831181
1581,3,2,"Single",1919,"ForcedAir",,"2 spaces",6,8,8,10888,1807560
,2,,"Single",1919,,,"Garage",8,8,8,3674,785771
1773,4,2,"Single",1956,"ForcedAir",,"Garage",6,8,8,6448,1068680
,,,"Multiple",1900,,,,6,8,8,6237,1779030
3360,6,4,"Single",1929,,,"Garage",8,8,8,4747,2401203
952,2,1,"Single",1925,"Gas",,"1 space",8,8,8,,913663
1227,2,1,"Single",1939,"Gas",,"1 space",6,7,8,2510,812839
857,2,2,"Condo",1966,"ForcedAir",,"1 space",6,7,8,6574,744618
975,1,1,"Condo",1957,"ForcedAir",,,6,7,8,2635,798245
,4,,"Multiple",1896,,,,6,7,8,9703,1033735
2335,4,3,"Single",1924,"ForcedAir",,"2 spaces",6,7,8,9936,2090697
,3,,"Single",1924,,,"Garage",6,8,8,5516,1698331
1062,2,1,"Single",1921,"Baseboard",,"1 space",6,7,8,6913,981473
1595,3,2,"Single",1951,"ForcedAir",,"Garage",6,8,8,3449,1398406
1809,3,2,"Single",1938,"ForcedAir","Central","Garage",6,8,8,36543,1587500
1202,3,1,"Single",1921,,,"Garage",8,8,8,9686,1172305
1069,2,1,"Single",1928,"ForcedAir","Central","Garage",8,8,8,2642,849252
,5,,"Multiple",1920,"Baseboard","Central","2 spaces",7,7,8,,2165356
905,2,1,"Condo",1994,"Wall",,"1 space",6,7,8,6562,872163
2905,5,3,"Single",1925,"ForcedAir",,"Garage",8,8,8,12197,2075068
2674,4,3,"Single",1904,"ForcedAir",,"Garage",6,8,8,9952,2329665
,5,,"Multiple",1920,"Baseboard","Central","2 spaces",6,7,8,13220,2160766
1153,2,1,"Single",1942,"ForcedAir",,"Garage",8,8,8,7028,1066714
3378,5,4,"Single",2007,"ForcedAir","Central",,7,6,7,,1079493
3092,5,4,"Single",1989,"ForcedAir","Central",,3,7,,,1038186
2310,2,3,"Single",1998,"ForcedAir","Central",,7,8,9,,609901
,5,,"Single",2016,,"Central",,6,6,7,,547004
,4,,"Single",1993,,"Central",,6,7,7,,536378
1945,2,2,"Single",2003,"ForcedAir","Central",,7,8,9,,529501
1480,3,3,"Single",1984,"ForcedAir","Central",,4,6,7,,450951
,4,,"Single",2001,"ForcedAir","Central",,7,6,7,,512152
1752,2,2,"Single",2007,"ForcedAir","Central",,7,8,9,,727916
1730,2,2,"Townhouse",2019,,,,6,7,9,,571120
2423,4,3,"Single",2002,"ForcedAir","Central",,7,8,9,,607932
1239,3,2.5,"Single",2005,"ForcedAir","Central",,4,6,7,,399566
1565,3,2,"Mobile",,"ForcedAir","Central",,7,6,7,,299902
3604,4,3,"Single",2004,"ForcedAir","Central",,6,8,9,,725472
1468,2,2,"Single",2015,"ForcedAir","Central",,7,8,9,,623723
2959,5,3,"Single",1998,,"Central",,7,7,9,,650777
2713,5,3,"Single",2019,,,,4,6,7,,637500
,3,,"Single",2017,,,,4,6,7,,609196
2652,5,3,"Single",2001,"ForcedAir","Central",,7,8,9,,713538
1730,2,2,"Townhouse",2019,,,,7,8,9,,506639
1977,2,2,"Single",2014,"ForcedAir","Central",,7,8,9,,792666
2554,4,3,"Single",2019,"ForcedAir","Central",,6,6,7,,675003
2817,5,4,"Single",2019,,,,7,6,7,,609952
1972,3,2,"Single",2017,"ForcedAir","Central",,7,8,9,,774902
4116,5,4,"Single",2007,"ForcedAir","Central",,7,8,9,,997656
1597,3,2,"Single",2001,"ForcedAir","Central",,7,6,7,,480961
1295,2,2,"Townhouse",2019,,,,7,8,9,,507861
,2,,"Single",2016,"ForcedAir","Central",,7,8,9,,1251242
3302,4,3,"Single",2005,,"Central",,6,8,9,,758634
2464,4,3,"Single",2005,"ForcedAir","Central",,7,8,9,,668032
3177,5,5,"Single",2019,,,,4,6,7,,668744
3293,3,3,"Single",2002,"ForcedAir","Central",,6,6,7,,629277
1661,3,2,"Mobile",,"Gas","Central",,7,6,7,,319902
2712,4,3,"Single",2000,"ForcedAir","Central",,6,7,9,,629002
3021,5,4,"Single",,,,,6,8,7,,709342
2109,4,3,"Single",2003,"ForcedAir","Central",,7,6,7,,540103
3596,5,5,"Single",2019,,,,7,8,9,,976892
1737,2,2,"Single",2014,"ForcedAir","Central",,7,8,9,,735000
3811,4,4,"Single",2004,"ForcedAir","Central",,6,8,9,,699004
2340,2,3,"Single",2019,,,,7,8,9,,747580
2816,5,3,"Single",2019,,,,4,6,7,,642154
1734,2,2,"Single",2002,"ForcedAir","Central",,7,8,9,,509900
2960,4,3,"Single",,,,,6,8,7,,677383
4403,4,4,"Single",2019,,,,7,8,9,,1035201
2222,2,3,"Single",2000,"ForcedAir","Central",,7,8,9,,636519
3338,5,3,"Single",1999,"ForcedAir","Central",,6,7,9,,737424
3096,5,5,"Single",2019,"ForcedAir","Central",,6,6,7,,751336
3178,4,4,"Single",1999,"ForcedAir","Central",,6,7,9,,729904
2324,3,3,"Single",1962,"ForcedAir","Central",,3,7,,,1216324
2842,5,3,"Single",2017,"ForcedAir","Central",,7,6,7,,647884
2846,2,3,"Single",2010,"ForcedAir","Central",,7,8,9,,1145426
,3,,"Single",2000,,"Central",,7,6,7,,512699
1842,2,2,"Single",2016,"ForcedAir","Central",,7,8,9,,741357
1295,2,2,"Townhouse",2019,,,,6,7,7,,528570
,4,,,1986,,"Central",,7,7,9,,462511
1300,3,2,"Mobile",2016,"ForcedAir","Central",,7,8,9,,170001
2209,3,3,"Single",2000,"ForcedAir","Central",,7,6,7,,549502
2164,2,3,"Single",2019,,,,7,8,9,,719745
1804,3,2,"Single",1948,"ForcedAir","Central",,6,7,7,,595003
2377,4,3,"Single",2002,"ForcedAir","Central",,6,7,7,,718005
3135,4,3,"Single",2002,"ForcedAir","Central",,7,8,9,,764987
2594,4,3,"Single",2019,"ForcedAir","Central",,7,6,7,,615038
1582,2,2,"Single",2003,"ForcedAir","Central",,7,8,9,,489001
1136,3,2,"Single",2000,"Wall","Central",,4,7,7,,430730
1512,3,2,"Single",1988,"Gas",,,6,7,7,,883521
2332,4,3,"Single",2019,,,,6,6,7,,650092
,4,,"Single",2006,,"Central",,7,8,9,,778855
1898,5,3,"Single",1971,"ForcedAir","Central",,6,7,7,,1186769
3836,5,4,"Single",2019,"ForcedAir","Central",,6,6,7,,777402
816,2,1,"Single",1930,"Wall",,,7,6,7,,350000
2715,4,3,"Single",2019,,,,7,6,7,,609952
2983,5,4,"Single",2014,"ForcedAir","Central",,6,7,7,,720851
2870,4,4,"Single",2018,"ForcedAir","Central",,7,6,7,,605096
1962,2,2,"Single",2019,,,,7,8,9,,778860
3575,5,4,"Single",2015,"ForcedAir","Central",,6,8,9,,875001
1240,2,2,"Single",2001,"ForcedAir","Central",,7,8,9,,398000
4910,5,4,"Single",2014,"ForcedAir","Central",,6,7,7,,925000
1737,2,2,"Single",2006,"ForcedAir","Central",,7,8,9,,742175
1940,2,3,"Single",1994,"ForcedAir","Central",,7,8,9,,579062
1200,3,2,"Mobile",,,,,7,8,9,,130000
1300,3,2,"Mobile",,,,,7,8,9,,160000
1295,2,2,"Townhouse",2019,,,,7,8,9,,526968
2330,4,3,"Single",2019,"ForcedAir","Central",,6,6,7,,699430
2376,3,3,"Single",,,,,6,8,7,,627722
1904,2,2,"Single",2016,"ForcedAir","Central",,7,8,9,,725712
,4,,"Single",2006,"ForcedAir","Central",,7,8,9,,900860
,3,,,2014,,,,7,7,7,,425294
1560,3,2,"Single",1985,"ForcedAir","Central",,6,6,7,,1587174
1511,3,2.5,"Single",1985,"ForcedAir","Central",,4,6,7,,397957
,3,,"Single",2002,"ForcedAir","Central",,6,7,7,,586364
2986,3,3,"Single",1999,"ForcedAir","Central",,7,7,9,,899903
1989,4,3,"Townhouse",2019,,,,7,8,9,,519992
2960,4,3,"Single",,,,,6,8,7,,667382
1531,3,3,"Single",1988,"ForcedAir","Central",,7,7,9,,449004
2761,4,4,"Single",1952,"ForcedAir","Central",,7,7,7,,899208
1200,3,2,"Mobile",2018,"ForcedAir","Central",,7,8,9,,190001
,3,,"Single",1900,,,,7,6,7,,565103
2264,4,2,"Single",1998,"ForcedAir","Central",,7,8,9,,769904
,5,,"Single",2002,,,,6,7,9,,689826
1972,2,2,"Single",2019,,,,7,8,9,,675568
2768,2,3,"Single",2018,"ForcedAir","Central",,7,8,9,,1175007
2156,2,3,"Single",1998,"ForcedAir","Central",,7,8,9,,591393
1842,2,2,"Single",2015,,"Central",,7,8,9,,736926
1962,3,2,"Single",2019,"ForcedAir","Central",,7,8,9,,847500
2101,2,3,"Single",2013,,"Central",,7,8,9,,687745
2955,5,4,"Single",2019,"ForcedAir","Central",,7,6,7,,619885
2280,2,3,"Single",2012,,"Central",,7,8,9,,864926
1723,4,3,"Single",1994,"ForcedAir","Central",,7,7,9,,498809
3021,5,4,"Single",2019,,,,6,8,7,,697529
1842,2,2,"Single",2016,"ForcedAir","Central",,7,8,9,,735664
1344,2,2,"Mobile",,"ForcedAir","Central",,7,6,7,,119800
1977,2,2,"Single",2016,"ForcedAir","Central",,7,8,9,,645983
2178,4,3,"Single",1999,"ForcedAir","Central",,7,7,9,,649004
2222,2,3,"Single",1999,"ForcedAir","Central",,7,8,9,,697318
4634,5,4,"Single",2004,"ForcedAir","Central",,6,8,9,,979024
1536,3,2,"Mobile",,"Electric","Central",,7,6,7,,154900
,4,,"Single",1985,"ForcedAir","Central",,7,7,9,,492965
,5,,"Single",2001,,"Central",,7,7,9,,838798
4041,4,4,"Single",2006,"ForcedAir","Central",,3,7,,,1458598
3012,4,3,"Single",2005,"ForcedAir","Central",,6,8,9,,757749
2070,2,3,"Single",2019,,,,7,8,9,,1113553
1480,3,2,"Single",1985,,"Central",,4,6,7,,409339
2058,4,2,"Single",2001,"ForcedAir","Central",,7,8,9,,599000
2633,4,3,"Single",2004,"ForcedAir","Central",,6,7,9,,660003
2477,3,3,"Single",2014,"ForcedAir","Central",,7,6,7,,1266438
2800,4,3,"Single",2000,"ForcedAir","Central",,7,7,9,,6e+05
,4,,"Single",2016,,,,4,6,7,,589506
1295,2,2,"Townhouse",2019,,,,6,7,9,,522503
2755,4,3,"Single",1991,"ForcedAir","Central",,7,8,9,,789903
2525,4,3,"Single",2014,"ForcedAir","Central",,4,6,7,,646514
2389,4,3,"Single",2019,,,,7,6,7,,574470
2045,3,3,"Single",2019,,,,7,6,7,,553225
1320,2,2,"Mobile",,"ForcedAir","Central",,7,6,7,,95000
2195,2,3,"Single",2003,"ForcedAir","Central",,7,8,9,,657856
2222,2,3,"Single",2000,"ForcedAir","Central",,,,,,584374
3423,5,3,"Single",2005,"ForcedAir","Central",,7,8,9,,789497
1910,4,2,"Single",2019,,,,7,6,7,,544946
1841,2,2,"Single",2019,,,,7,8,9,,765513
2195,2,3,"Single",2003,"ForcedAir","Central",,7,8,9,,708372
4910,5,5,"Single",2015,"ForcedAir","Central",,6,7,7,,1018127
1320,3,2,"Mobile",2015,"ForcedAir","Central",,7,8,9,,170000
,3,,"Single",1972,,"Central",,4,6,7,,395726
,5,,"Multiple",1949,"Wall","Wall",,6,6,7,,600003
2384,2,3,"Single",2003,"ForcedAir","Central",,7,8,9,,692004
4346,5,4,"Single",2004,,"Central",,6,8,9,,785045
4403,6,5,"Single",2019,,,,7,8,9,,971178
2070,2,3,"Single",2019,,,,7,8,9,,720830
3811,5,5,"Single",2005,"ForcedAir","Central",,6,8,9,,773944
2675,4,3,"Single",1995,"ForcedAir","Central",,7,8,9,,779904
2042,2,3,"Single",2015,"ForcedAir","Central",,7,8,9,,786502
4087,5,4,"Single",2013,"ForcedAir","Central",,6,7,7,,849501
1566,2,2,"Single",1999,"ForcedAir","Central",,7,8,9,,470905
,4,,"Single",2000,,,,7,8,9,,563130
3713,5,5,"Single",2003,"ForcedAir","Central",,7,8,9,,831850
2222,4,3,"Single",2018,"Gas","Central",,7,7,7,,650005
2064,2,3,"Single",2000,"ForcedAir","Central",,7,8,9,,623283
3325,5,4,"Single",,,,,7,6,7,,659950
1295,2,2,"Townhouse",2019,,,,7,8,9,,478287
2054,2,3,"Single",2016,"ForcedAir","Central",,7,8,9,,887692
1440,3,2,"Mobile",2019,"ForcedAir","Central",,7,6,7,,289997
1342,2,2,"Townhouse",2019,,,,7,8,9,,518075
,5,,"Single",2004,,"Central",,7,8,9,,750774
,3,,"Single",2014,"ForcedAir",,,7,7,7,,478086
1032,3,2,"Mobile",,"ForcedAir","Central",,7,6,7,,148001
2952,4,3,"Single",2003,"ForcedAir","Central",,7,7,9,,831251
,3,,"Single",1987,,,,7,7,9,,432523
1022,2,2,"Single",2000,"ForcedAir","Central",,7,8,9,,405001
3021,5,4,"Single",,,,,6,8,7,,711386
1706,3,2,"Single",1995,"ForcedAir","Central",,7,6,7,,517158
2607,2,3,"Single",2019,,,,7,8,9,,815395
1342,2,2,"Townhouse",2019,,,,7,8,9,,488252
,6,,"Single",1992,,,,6,7,7,,619304
,3,2,"Mobile",2018,"ForcedAir","Central",,7,8,9,,169461
2843,4,3,"Single",2004,"ForcedAir","Central",,7,7,9,,614003
1940,2,3,"Single",1995,"ForcedAir","Central",,7,8,9,,527857
2469,4,3,"Single",2003,"ForcedAir","Central",,7,8,9,,670002
930,2,2,"Mobile",2018,"ForcedAir","Central",,7,8,9,,147602
4310,6,5,"Single",2005,"ForcedAir","Central",,6,8,9,,785003
2721,2,3,"Single",2007,"ForcedAir","Central",,7,8,9,,1127169
1342,2,2,"Townhouse",,,,"2 spaces",7,8,9,,517920
1735,2,2,"Single",1996,"ForcedAir","Central",,7,8,9,,505003
2671,4,3,"Single",2001,"ForcedAir","Central",,7,8,9,,729010
2391,4,3,"Single",1999,,"Central",,6,7,9,,607000
1048,2,2,"Single",1999,"ForcedAir","Central",,7,8,9,,436000
,5,,"Single",2002,,,,7,7,9,,631999
1884,3,3,"Single",2004,"ForcedAir","Central",,7,6,7,,489001
2480,3,3,"Single",2004,"ForcedAir","Central",,4,6,7,,565002
2156,2,3,"Single",2000,"ForcedAir","Central",,7,8,9,,635912
2960,4,3,"Single",,,,,6,8,7,,676383
1062,2,1,"Single",1952,"ForcedAir","Central",,3,7,,,398987
2430,4,3,"Single",2005,"ForcedAir","Central",,6,8,9,,688936
1295,2,2,"Townhouse",2019,,,,7,8,9,,507578
1736,3,2,"Single",1978,"Electric","Central",,6,6,7,,492003
,4,,"Single",2007,,"Central",,6,7,7,,938357
2042,2,3,"Single",2014,"ForcedAir","Central",,7,8,9,,686811
1360,3,2,"Mobile",1973,"ForcedAir",,,7,6,7,,120000
,3,,"Single",2007,,"Central",,6,8,9,,529014
2725,5,4,"Single",2001,"ForcedAir","Central",,7,8,9,,675002
3336,4,3.5,"Single",2019,,,,7,8,9,,903210
2715,4,3,"Single",2019,,,,7,6,7,,609952
1727,4,3,"Single",2019,"ForcedAir","Central",,6,7,7,,541739
2222,2,3,"Single",2001,"ForcedAir","Central",,7,8,9,,606669
1141,3,2,"Single",1989,,"Central",,7,7,9,,440004
2721,2,3,"Single",2007,"ForcedAir","Central",,7,8,9,,1143255
1841,2,2,"Single",2019,,,,7,8,9,,635708
3129,5,3,"Single",2004,"ForcedAir","Central",,6,7,7,,718648
2175,5,3,"Single",2001,"ForcedAir","Central",,7,6,7,,519902
1295,2,2,"Townhouse",2019,,,,6,7,7,,525799
2689,4,4,"Single",2016,,,,6,6,7,,615617
2651,2,3,"Single",2012,"ForcedAir","Central",,7,8,9,,1140832
1878,4,2,"Single",1999,"ForcedAir","Central",,7,7,9,,570001
1945,2,2,"Single",2003,"ForcedAir","Central",,7,8,9,,559003
1678,2,3,"Townhouse",2019,,,,7,8,9,,519990
1946,2,2,"Single",2017,"Electric","Central",,7,8,9,,735327
3293,5,3,"Single",2002,"ForcedAir","Central",,6,6,7,,625379
2504,5,3,"Single",2000,"ForcedAir","Central",,6,7,9,,652388
2333,4,4,"Townhouse",2018,"ForcedAir","Central",,6,7,7,,539999
1542,2,2,"Townhouse",2019,,,,7,8,9,,507087
3630,6,5,"Single",2019,"ForcedAir","Central",,6,6,7,,816142
3325,5,4,"Single",2019,,,,7,6,7,,659763
,4,,"Single",2004,,"Central",,7,8,9,,672090
,2,,,1999,,"Central",,7,8,9,,459648
2228,4,3,"Single",2017,"ForcedAir","Central",,6,7,7,,558222
3266,4,4,"Single",2016,"ForcedAir","Central",,7,8,9,,1122553
3596,5,5,"Single",2019,,,,7,8,9,,905167
3547,4,3,"Single",1992,"ForcedAir","Central",,7,8,9,,944122
2960,4,3,"Single",2019,,,,6,8,7,,714283
,1,,"Single",1935,"Wall",,"2 spaces",7,7,5,7416,693582
2245,4,3,"Single",1939,"ForcedAir",,"Garage",7,7,5,11319,1525503
2830,4,3,"Single",2004,"ForcedAir",,"Garage",7,7,5,20967,1850115
1520,3,2,"Condo",2000,"ForcedAir",,"Garage",7,7,5,8274,925480
1890,3,2,"Single",1945,"ForcedAir",,"Garage",8,9,10,10239,2112283
,2,,"Multiple",1937,,,"Garage",8,9,10,14336,1755702
3064,4,4,"Single",1927,"ForcedAir",,"Garage",9,9,10,20417,2947192
2430,4,3,"Single",1918,"ForcedAir","Central","Garage",8,9,10,20748,3043849
,2,,"Single",1925,,,"Garage",8,9,10,8713,1329219
,4,,"Single",1919,"ForcedAir","Central","5+ spaces",8,9,10,22293,3688922
1400,2,1,"Single",1948,"ForcedAir",,"Garage",9,9,10,2790,1758760
,4,,"Single",1920,,,"Garage",9,9,10,13160,1809550
3910,6,4,"Single",1966,"ForcedAir","Central","Garage",9,9,10,23453,2989026
1600,3,3,"Single",1910,"ForcedAir",,"1 space",8,9,10,21195,2038668
1600,2,2,"Condo",1994,"Wall",,"2 spaces",8,9,10,13139,1418696
1560,2,3,"Condo",1985,"Electric",,,8,9,10,14157,1547602
,1,,"Condo",2000,"ForcedAir",,"1 space",8,9,10,6859,729137
1219,2,2,"Condo",1986,"ForcedAir",,,8,9,10,9340,1031249
1500,2,2,"Condo",1997,"ForcedAir",,"Garage",8,9,10,10671,1199766
1828,2,2,"Condo",1977,"Electric",,"Garage",8,9,10,11635,1453919
,3,,"Single",1954,,,"2 spaces",9,9,10,2660,2096970
1103,1,1,"Condo",2000,"ForcedAir",,"Garage",8,9,10,7047,876311
,1,,"Single",1920,,,"Garage",8,9,10,3687,832512
2788,4,4,"Single",2019,"ForcedAir",,"Garage",8,9,10,16378,3120780
1283,2,2,"Condo",1979,"Wall",,"Garage",8,9,10,10883,889863
2555,4,4,"Single",1952,"ForcedAir",,"Garage",8,9,10,26461,4848436
2130,3,3,"Single",2005,"ForcedAir",,"Garage",9,9,10,10022,2487837
2635,4,4,"Single",2019,"ForcedAir","Central","Garage",8,9,10,16078,3000021
,5,,"Single",1939,"ForcedAir","Central","Garage",8,9,10,33426,3810535
,3,,"Single",1937,,,"Garage",8,9,10,12042,1367056
1028,3,1,"Single",1955,,,,4,6,,,857896
1262,3,2,"Mobile",2000,,,,4,6,,,175631
1526,3,2,"Single",1977,,,,4,6,,,778269
3200,8,8.5,"Single",1910,,,,4,6,,,2906056
955,2,2,"Mobile",2016,,"Central",,4,6,,,170429
3669,2,3,"Single",2014,,,,4,6,,,6325000
2220,3,2,"Single",1914,,,,4,6,,,1016292
3093,3,4,"Single",2019,"ForcedAir","Central",,4,6,,,2070376
3124,3,4,"Single",2019,"ForcedAir","Central",,4,6,,,2121591
1052,2,2,"Mobile",1972,,,,4,6,,,126788
3124,3,4,"Single",2019,"ForcedAir","Central",,4,6,,,2075092
3590,5,7,"Single",1890,,"Central",,4,6,,,2946658
6410,4,5,"Single",2004,,"Central",,4,6,,,4120416
,2,,"Single",2007,"ForcedAir","Central",,4,6,,,1708405
1472,2,2,"Single",1937,,,,,,,,705841
3790,3,6,"Single",1988,,,,4,6,,,5686792
1472,3,2,"Mobile",2018,,,,4,6,,,272102
1800,2,2,"Mobile",1978,,,,4,6,,,203566
1204,2,2,"Single",1920,,,,4,6,,,762884
2350,4,3,"Single",1921,"ForcedAir",,,4,6,,,1711815
1536,2,2,"Mobile",1974,,,,4,6,,,163853
852,2,1,"Single",1977,,,,4,6,,,539261
3093,3,4,"Single",2019,"ForcedAir","Central",,4,6,,,2116410
3277,3,5,"Single",1991,,"Central",,4,6,,,2750556
3332,5,6,"Single",1912,,,,4,6,,,2414767
1450,3,1,"Single",1929,"Wall",,,4,6,,,766452
1620,3,2,"Mobile",2014,,,,4,6,,,301171
1440,3,2,"Single",1975,,,,4,6,,,674129
2916,3,4,"Single",2019,"ForcedAir","Central",,4,6,,,2335601
1470,3,3,"Single",1988,"ForcedAir","Central",,4,6,,,697248
1600,3,2,"Mobile",2019,,,,4,6,,,274872
2140,3,2,"Single",1990,"ForcedAir","Central",,4,6,,,874761
1674,2,3,"Single",1980,"Wall","Central",,4,6,,,1205751
3216,5,4,"Single",2019,"ForcedAir","Central","Garage",7,7,8,14460,2995001
1405,3,3,"Townhouse",1988,"ForcedAir","Central","1 space",7,7,8,11501,912790
1725,4,4,"Single",1955,"ForcedAir","Central","4 spaces",6,5,6,6433,1365837
1685,3,2,"Single",1957,,,"1 space",6,7,9,2192,1262177
1550,2,3,"Single",1980,"ForcedAir",,"2 spaces",6,5,6,5749,1306874
1440,2,2,"Mobile",1967,"ForcedAir","Central","Garage",6,7,9,,282477
,,,"Multiple",1940,"ForcedAir","Central","1 space",7,7,6,18597,2173107
1359,2,3,"Townhouse",1984,"ForcedAir",,"2 spaces",7,7,9,7849,758904
,,,"Multiple",1962,"ForcedAir","Central","4 spaces",7,7,8,22254,2218295
,,,"Multiple",1960,"Gas",,"4 spaces",7,7,8,21409,2165605
1076,3,2,"Single",1961,"ForcedAir","Central","2 spaces",7,7,8,9699,1114699
1440,2,2,"Mobile",1968,"Gas",,"Garage",6,7,9,,309999
1603,4,3,"Single",1962,"ForcedAir","Central","2 spaces",7,7,8,11459,1293914
1248,2,2,"Townhouse",1988,"ForcedAir",,,7,7,8,2258,824753
1440,2,2,"Mobile",1968,"ForcedAir","Central","Garage",6,9,,,419952
2312,4,3,"Single",1953,"ForcedAir","Central","2 spaces",3,5,6,11267,1899016
1067,2,2,"Townhouse",1979,"ForcedAir","Central","2 spaces",6,5,6,10925,905785
,2,,"Condo",1971,"ForcedAir","Central","1 space",4,4,6,7202,641218
,,,"Multiple",1962,"ForcedAir","Central","4 spaces",7,7,8,21409,2292319
1566,4,3,"Single",1957,"ForcedAir",,"2 spaces",7,8,,1847,1471749
2886,4,3,"Single",1990,"ForcedAir","Central","2 spaces",9,7,8,8551,1910719
2015,4,4,"Single",2017,"ForcedAir","Central","Garage",7,7,8,20200,1509722
1312,2,2,"Single",1941,"ForcedAir","Central","4 spaces",9,7,8,3026,1324026
1248,3,2,"Mobile",1974,"ForcedAir",,"2 spaces",7,4,6,,225204
1386,3,3,"Condo",1980,"ForcedAir","Central","2 spaces",7,7,9,3255,884732
,,,"Multiple",1960,"Gas",,"4 spaces",7,7,8,21625,2115487
2118,4,3,"Single",1982,"ForcedAir","Central","3 spaces",9,7,8,17008,1736295
1739,3,4,"Condo",2015,"ForcedAir","Central","2 spaces",7,7,8,13009,1370070
,,,"Multiple",1962,"Gas",,"4 spaces",7,7,8,21502,2139498
2091,2,1,"Single",1949,"ForcedAir","Central","2 spaces",7,7,8,10225,1365769
1755,3,2,"Single",1948,"ForcedAir","Central","2 spaces",9,7,8,25155,1919597
2534,5,3,"Single",1980,"ForcedAir",,"2 spaces",9,7,8,3564,1614643
3681,8,5,"Multiple",1963,"ForcedAir","Central","5+ spaces",9,7,8,19496,2383592
2130,4,3,"Single",2006,"ForcedAir","Central","2 spaces",7,7,9,18728,1563650
,5,,"Single",1955,"ForcedAir","Central","2 spaces",7,7,9,10891,1158074
1963,3,3,"Townhouse",1985,"ForcedAir","Central","2 spaces",7,7,8,9723,1246529
1242,3,3,"Townhouse",1975,"ForcedAir",,"2 spaces",4,4,8,4860,888776
908,2,1,"Condo",1984,"Baseboard",,"2 spaces",7,7,9,7282,615448
1432,4,3,"Condo",1973,"ForcedAir",,"1 space",4,4,8,7849,956362
,3,,"Condo",1980,,,"2 spaces",7,7,8,6315,1015504
1368,2,2,"Mobile",1967,"ForcedAir","Central","Garage",6,7,9,,353174
903,2,1,"Condo",1971,"ForcedAir","Central","1 space",4,4,6,6025,673977
